OTU,Taxonomy
Otu0206,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0207,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(96);unclassified;unclassified;unclassified;unclassified;
Otu0208,k__Bacteria(100);p__Actinobacteria(99);c__Thermoleophilia(98);o__Gaiellales(97);f__(97);g__(97);s__(97);
Otu0209,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Pseudomonadales(100);gamIII(100);gamIII-A(100);Acin(100);unclassified;
Otu0210,k__Bacteria(100);p__SR1(75);c__(75);o__(75);f__(75);g__(75);s__(75);
Otu0211,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0212,k__Bacteria(100);p__Proteobacteria(79);c__Deltaproteobacteria(65);unclassified;unclassified;unclassified;unclassified;
Otu0213,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);bacI(100);bacI-A(100);unclassified;unclassified;
Otu0214,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(97);unclassified;unclassified;unclassified;unclassified;
Otu0215,k__Bacteria(100);p__Actinobacteria(97);c__Thermoleophilia(95);o__Gaiellales(95);f__(95);g__(95);s__(95);
Otu0216,k__Bacteria(100);p__Proteobacteria(98);c__Alphaproteobacteria(98);o__Ellin329(87);f__(87);g__(87);s__(87);
Otu0217,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);alfII(100);alfII-A(100);Brev(100);unclassified;
Otu0218,k__Bacteria(100);p__Proteobacteria(95);c__Alphaproteobacteria(77);o__Rhodospirillales(60);unclassified;unclassified;unclassified;
Otu0219,k__Bacteria(100);p__Proteobacteria(84);c__Deltaproteobacteria(60);unclassified;unclassified;unclassified;unclassified;
Otu0220,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](99);o__[Saprospirales](99);bacI(99);bacI-A(95);unclassified;unclassified;
Otu0221,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0222,k__Bacteria(100);p__Acidobacteria(72);c__Holophagae(71);o__Holophagales(71);f__Holophagaceae(71);unclassified;unclassified;
Otu0223,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0224,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);alfIV(100);alfIV-A(99);Novo-A1(89);unclassified;
Otu0225,k__Bacteria(100);p__Proteobacteria(96);c__Gammaproteobacteria(92);unclassified;unclassified;unclassified;unclassified;
Otu0226,k__Bacteria(100);p__Proteobacteria(99);c__Gammaproteobacteria(95);unclassified;unclassified;unclassified;unclassified;
Otu0227,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0228,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(77);f__Comamonadaceae(77);unclassified;unclassified;
Otu0229,k__Bacteria(100);p__Proteobacteria(77);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0230,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);acI(100);acI-A(100);Phila(99);unclassified;
Otu0231,k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(96);o__Desulfobacterales(94);f__Desulfobulbaceae(94);g__Desulfobulbus(94);s__(94);
Otu0232,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Methylococcales(64);unclassified;unclassified;unclassified;
Otu0233,k__Bacteria(100);p__Verrucomicrobia(94);c__[Spartobacteria](90);o__[Chthoniobacterales](90);f__[Chthoniobacteraceae](90);unclassified;unclassified;
Otu0234,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(99);o__Rhodospirillales(97);f__Rhodospirillaceae(97);g__Telmatospirillum(97);s__(75);
Otu0235,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0236,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0237,k__Bacteria(100);p__Verrucomicrobia(100);c__Verrucomicrobiae(100);o__Verrucomicrobiales(100);f__Verrucomicrobiaceae(100);g__Luteolibacter(100);s__(100);
Otu0238,k__Bacteria(100);p__Proteobacteria(84);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0239,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0240,k__Bacteria(100);p__Acidobacteria(93);c__Holophagae(92);o__Holophagales(92);f__Holophagaceae(92);unclassified;unclassified;
Otu0241,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0242,k__Bacteria(100);p__Verrucomicrobia(100);c__[Spartobacteria](98);o__[Chthoniobacterales](98);f__[Chthoniobacteraceae](98);g__heteroC45_4W(65);s__(65);
Otu0243,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(99);f__Methylocystaceae(90);g__(90);s__(90);
Otu0244,k__Bacteria(100);p__Verrucomicrobia(70);c__[Pedosphaerae](65);o__[Pedosphaerales](65);unclassified;unclassified;unclassified;
Otu0245,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0246,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0247,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(99);o__Legionellales(99);f__Legionellaceae(99);unclassified;unclassified;
Otu0248,k__Bacteria(100);p__Planctomycetes(100);c__Planctomycetia(100);o__Pirellulales(100);f__Pirellulaceae(100);g__(100);s__(100);
Otu0249,k__Bacteria(100);p__Cyanobacteria(63);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0250,k__Bacteria(100);p__Bacteroidetes(100);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0251,k__Bacteria(100);p__Proteobacteria(93);c__Gammaproteobacteria(91);o__Legionellales(75);f__Legionellaceae(75);g__Legionella(69);s__pneumophila(69);
Otu0252,k__Bacteria(100);p__Proteobacteria(89);c__Gammaproteobacteria(68);unclassified;unclassified;unclassified;unclassified;
Otu0253,k__Bacteria(100);p__Verrucomicrobia(100);c__Opitutae(100);o__Opitutales(99);f__Opitutaceae(99);g__Opitutus(98);s__(98);
Otu0254,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);f__Chitinophagaceae(100);g__(97);s__(97);
Otu0255,k__Bacteria(100);p__Firmicutes(97);c__Clostridia(71);o__Clostridiales(69);f__Veillonellaceae(69);unclassified;unclassified;
Otu0256,k__Bacteria(100);p__Bacteroidetes(100);c__Sphingobacteriia(100);o__Sphingobacteriales(100);f__Sphingobacteriaceae(100);g__(65);s__(65);
Otu0257,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(99);o__Methylophilales(98);f__Methylophilaceae(98);unclassified;unclassified;
Otu0258,k__Bacteria(100);p__Proteobacteria(99);c__Alphaproteobacteria(97);o__Rhodospirillales(96);f__Acetobacteraceae(96);unclassified;unclassified;
Otu0259,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Methylococcales(77);f__Methylococcaceae(62);unclassified;unclassified;
Otu0260,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Methylococcales(74);unclassified;unclassified;unclassified;
Otu0261,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(88);unclassified;unclassified;
Otu0262,k__Bacteria(100);p__Proteobacteria(99);c__Deltaproteobacteria(97);o__Myxococcales(96);f__Polyangiaceae(82);g__Chondromyces(79);s__(79);
Otu0263,k__Bacteria(100);p__TM6(77);c__SBRH58(67);o__(67);f__(67);g__(67);s__(67);
Otu0264,k__Bacteria(100);p__Proteobacteria(95);c__Gammaproteobacteria(80);unclassified;unclassified;unclassified;unclassified;
Otu0265,k__Bacteria(100);p__Proteobacteria(82);c__Betaproteobacteria(66);unclassified;unclassified;unclassified;unclassified;
Otu0266,k__Bacteria(100);p__OP3(98);c__koll11(98);o__GIF10(98);f__(98);g__(98);s__(98);
Otu0267,k__Bacteria(100);p__Bacteroidetes(100);c__Sphingobacteriia(100);o__Sphingobacteriales(100);f__Sphingobacteriaceae(100);unclassified;unclassified;
Otu0268,k__Bacteria(100);p__Proteobacteria(98);c__Alphaproteobacteria(96);o__Rhodospirillales(96);f__Acetobacteraceae(96);unclassified;unclassified;
Otu0269,k__Bacteria(100);p__Verrucomicrobia(69);c__Opitutae(68);o__[Cerasicoccales](63);f__[Cerasicoccaceae](63);g__Cerasicoccus(63);s__(63);
Otu0270,k__Bacteria(100);p__Verrucomicrobia(100);c__[Pedosphaerae](100);o__[Pedosphaerales](99);f__Ellin515(69);g__(69);s__(69);
Otu0271,k__Bacteria(100);p__Chloroflexi(97);c__Anaerolineae(97);o__Anaerolineales(97);f__Anaerolinaceae(97);g__Bellilinea(95);s__(95);
Otu0272,k__Bacteria(100);p__Acidobacteria(98);c__Acidobacteriia(98);o__Acidobacteriales(98);f__Acidobacteriaceae(98);unclassified;unclassified;
Otu0273,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(99);o__Pseudomonadales(81);f__Pseudomonadaceae(81);g__Pseudomonas(75);s__veronii(61);
Otu0274,k__Bacteria(100);p__Acidobacteria(97);c__Solibacteres(97);o__Solibacterales(97);f__Solibacteraceae(89);g__CandidatusSolibacter(89);s__(89);
Otu0275,k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__MIZ46(100);f__(100);g__(100);s__(100);
Otu0276,k__Bacteria(100);p__Chlorobi(100);c__OPB56(100);o__(100);f__(100);g__(100);s__(100);
Otu0277,k__Bacteria(100);p__Chlamydiae(90);c__Chlamydiia(90);o__Chlamydiales(90);unclassified;unclassified;unclassified;
Otu0278,k__Bacteria(100);p__Proteobacteria(84);c__Deltaproteobacteria(80);o__Bdellovibrionales(73);f__Bdellovibrionaceae(73);g__Bdellovibrio(73);s__(73);
Otu0279,k__Bacteria(100);p__Chlamydiae(73);c__Chlamydiia(73);o__Chlamydiales(73);unclassified;unclassified;unclassified;
Otu0280,k__Bacteria(100);p__Verrucomicrobia(89);c__[Spartobacteria](83);o__[Chthoniobacterales](83);f__[Chthoniobacteraceae](83);g__(79);s__(79);
Otu0281,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(98);unclassified;unclassified;unclassified;unclassified;
Otu0282,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);bacI(100);bacI-A(100);bacI-A2(92);unclassified;
Otu0283,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(97);o__Methylophilales(90);betIV(90);betIV-A(90);unclassified;unclassified;
Otu0284,k__Bacteria(100);p__Chlamydiae(86);c__Chlamydiia(86);o__Chlamydiales(86);unclassified;unclassified;unclassified;
Otu0285,k__Bacteria(100);p__Proteobacteria(90);c__Gammaproteobacteria(77);unclassified;unclassified;unclassified;unclassified;
Otu0286,k__Bacteria(100);p__Chloroflexi(97);c__Anaerolineae(97);o__Anaerolineales(88);f__Anaerolinaceae(88);g__Bellilinea(70);s__(70);
Otu0287,k__Bacteria(100);p__Proteobacteria(99);c__Betaproteobacteria(81);unclassified;unclassified;unclassified;unclassified;
Otu0288,k__Bacteria(100);p__Proteobacteria(81);c__Betaproteobacteria(81);o__Rhodocyclales(66);f__Rhodocyclaceae(66);g__Z-35(60);s__(60);
Otu0289,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0290,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);g__Telmatospirillum(100);s__siberiense(90);
Otu0291,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(97);f__Caulobacteraceae(97);g__(80);s__(80);
Otu0292,k__Bacteria(100);p__Verrucomicrobia(95);c__[Pedosphaerae](79);o__[Pedosphaerales](79);unclassified;unclassified;unclassified;
Otu0293,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Acetobacteraceae(100);unclassified;unclassified;
Otu0294,k__Bacteria(100);p__Chloroflexi(71);c__Dehalococcoidetes(62);o__(62);f__(62);g__(62);s__(62);
Otu0295,k__Bacteria(100);p__Proteobacteria(95);c__Alphaproteobacteria(90);o__Rickettsiales(79);f__Rickettsiaceae(79);g__Rickettsia(66);s__(66);
Otu0296,k__Bacteria(100);p__Firmicutes(97);c__Clostridia(93);o__Clostridiales(93);f__Clostridiaceae(93);g__Clostridium(72);unclassified;
Otu0297,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);bacI(100);bacI-A(100);bacI-A3(99);unclassified;
Otu0298,k__Bacteria(100);p__Proteobacteria(99);c__Deltaproteobacteria(97);o__Desulfovibrionales(97);f__Desulfovibrionaceae(97);g__Desulfovibrio(96);s__putealis(96);
Otu0299,k__Bacteria(100);p__Firmicutes(100);c__Clostridia(99);o__Clostridiales(99);f__Veillonellaceae(99);g__Pelosinus(97);s__(97);
Otu0300,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Rhodocyclales(75);f__Rhodocyclaceae(75);unclassified;unclassified;
Otu0301,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0302,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0303,k__Bacteria(100);p__Proteobacteria(79);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0304,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodobacterales(100);alfVI(100);unclassified;unclassified;unclassified;
Otu0305,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);g__Telmatospirillum(100);s__siberiense(80);
Otu0306,k__Bacteria(100);p__Acidobacteria(98);c__Holophagae(98);o__Holophagales(98);f__Holophagaceae(98);g__Geothrix(83);s__(83);
Otu0307,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Pseudomonadales(100);gamIII(100);gamIII-A(100);Acin(100);unclassified;
Otu0308,k__Bacteria(100);p__OP3(100);c__PBS-25(100);o__(100);f__(100);g__(100);s__(100);
Otu0309,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(98);o__Pseudomonadales(97);f__Moraxellaceae(97);g__Perlucidibaca(97);s__(97);
Otu0310,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(99);o__Enterobacteriales(98);gamII(98);gamII-A(98);unclassified;unclassified;
Otu0311,k__Bacteria(100);p__Verrucomicrobia(100);c__Verrucomicrobiae(100);o__Verrucomicrobiales(100);f__Verrucomicrobiaceae(100);g__Prosthecobacter(100);s__(86);
Otu0312,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0313,k__Bacteria(100);p__OD1(85);c__ABY1(85);o__(85);f__(85);g__(85);s__(85);
Otu0314,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0315,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Enterobacteriales(100);gamII(100);gamII-A(100);gamII-A2(100);unclassified;
Otu0316,k__Bacteria(100);p__Proteobacteria(88);c__Gammaproteobacteria(85);unclassified;unclassified;unclassified;unclassified;
Otu0317,k__Bacteria(100);p__Proteobacteria(99);c__Betaproteobacteria(82);o__Neisseriales(72);f__Neisseriaceae(72);g__(72);s__(72);
Otu0318,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(88);o__Rhodocyclales(61);f__Rhodocyclaceae(61);g__Z-35(61);s__(61);
Otu0319,k__Bacteria(100);p__Proteobacteria(99);c__Gammaproteobacteria(78);unclassified;unclassified;unclassified;unclassified;
Otu0320,k__Bacteria(100);p__Verrucomicrobia(81);c__[Spartobacteria](61);o__[Chthoniobacterales](61);f__[Chthoniobacteraceae](60);unclassified;unclassified;
Otu0321,k__Bacteria(100);p__Acidobacteria(87);c__Acidobacteriia(81);o__Acidobacteriales(81);unclassified;unclassified;unclassified;
Otu0322,k__Bacteria(100);p__Actinobacteria(97);c__Actinobacteria(97);o__Actinomycetales(97);f__ACK-M1(84);g__(84);s__(84);
Otu0323,k__Bacteria(100);p__Verrucomicrobia(65);c__Verruco-5(61);unclassified;unclassified;unclassified;unclassified;
Otu0324,k__Bacteria(100);p__Proteobacteria(94);c__Deltaproteobacteria(82);o__MIZ46(72);f__(72);g__(72);s__(72);
Otu0325,k__Bacteria(100);p__Bacteroidetes(99);c__Flavobacteriia(73);o__Flavobacteriales(73);unclassified;unclassified;unclassified;
Otu0326,k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Lactobacillales(100);f__Streptococcaceae(100);g__Streptococcus(100);s__(100);
Otu0327,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0328,k__Bacteria(100);p__Firmicutes(96);c__Clostridia(96);o__Clostridiales(96);f__Clostridiaceae(93);g__Clostridium(82);s__(66);
Otu0329,k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Syntrophobacterales(98);f__Syntrophaceae(98);g__Syntrophus(98);s__(98);
Otu0330,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0331,k__Bacteria(100);p__Bacteroidetes(100);c__Bacteroidia(99);o__Bacteroidales(99);f__Porphyromonadaceae(99);g__Paludibacter(99);s__(99);
Otu0332,k__Bacteria(100);p__Chlorobi(100);c__Chlorobia(100);o__Chlorobiales(100);f__Chlorobiaceae(100);g__(100);s__(100);
Otu0333,k__Bacteria(100);p__Proteobacteria(96);c__Deltaproteobacteria(91);o__Bdellovibrionales(87);f__Bacteriovoracaceae(87);g__Bacteriovorax(73);s__(73);
Otu0334,k__Bacteria(100);p__Chloroflexi(98);c__Anaerolineae(95);o__Anaerolineales(72);f__Anaerolinaceae(72);g__Bellilinea(68);s__(68);
Otu0335,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(97);f__Sphingomonadaceae(97);g__Sphingomonas(96);s__wittichii(91);
Otu0336,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0337,k__Bacteria(100);p__Verrucomicrobia(96);c__[Spartobacteria](92);o__[Chthoniobacterales](92);f__[Chthoniobacteraceae](92);unclassified;unclassified;
Otu0338,k__Bacteria(100);p__Proteobacteria(98);c__Alphaproteobacteria(98);o__Rhizobiales(88);unclassified;unclassified;unclassified;
Otu0339,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(97);f__Comamonadaceae(97);g__Aquabacterium(74);s__(74);
Otu0340,k__Bacteria(100);p__OP3(99);c__BD4-9(99);o__(99);f__(99);g__(99);s__(99);
Otu0341,k__Bacteria(100);p__Firmicutes(100);c__Clostridia(100);o__Clostridiales(100);f__Clostridiaceae(100);g__Caloramator(100);s__(100);
Otu0342,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);betVII(100);betVII-A(100);betVII-A1(100);unclassified;
Otu0343,k__Bacteria(100);p__Proteobacteria(68);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0344,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0345,k__Bacteria(100);p__Bacteroidetes(100);c__Sphingobacteriia(100);o__Sphingobacteriales(100);bacVI(100);bacVI-A(100);Muci(100);unclassified;
Otu0346,k__Bacteria(100);p__Proteobacteria(85);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0347,k__Bacteria(100);p__Acidobacteria(100);c__Holophagae(100);o__Holophagales(100);f__Holophagaceae(100);unclassified;unclassified;
Otu0348,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Methylobacteriaceae(100);g__(100);s__(100);
Otu0349,k__Bacteria(100);p__Proteobacteria(84);c__Deltaproteobacteria(74);o__Syntrophobacterales(68);f__Syntrophorhabdaceae(68);g__(68);s__(68);
Otu0350,k__Bacteria(100);p__Bacteroidetes(100);c__Cytophagia(100);o__Cytophagales(100);bacIII(100);bacIII-A(100);Flecto(100);unclassified;
Otu0351,k__Bacteria(100);p__Armatimonadetes(100);c__SJA-176(100);o__RB046(100);f__(100);g__(100);s__(100);
Otu0352,k__Bacteria(100);p__Firmicutes(88);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0353,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Pseudomonadales(100);f__Moraxellaceae(100);g__Acinetobacter(100);s__lwoffii(91);
