,Kingdom,Phylum,Class,Order,Lineage,Clade,Tribe
Otu0246,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0247,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,unclassified,unclassified
Otu0248,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__,s__
Otu0249,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0250,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0251,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__pneumophila
Otu0252,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0253,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
Otu0254,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu0255,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,unclassified,unclassified
Otu0256,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__,s__
Otu0257,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera,s__mobilis
Otu0258,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu0259,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,unclassified,unclassified
Otu0260,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,unclassified,unclassified,unclassified
Otu0261,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,unclassified,unclassified
Otu0262,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__
Otu0263,k__Bacteria,p__TM6,c__SBRH58,o__,f__,g__,s__
Otu0264,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0265,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0266,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__,g__,s__
Otu0267,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,unclassified,unclassified
Otu0268,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,s__
Otu0269,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__[Cerasicoccales],f__[Cerasicoccaceae],g__Cerasicoccus,s__
Otu0270,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__Ellin515,g__,s__
Otu0271,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolinaceae,g__Bellilinea,s__
Otu0272,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,unclassified,unclassified
Otu0273,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,unclassified
Otu0274,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__CandidatusSolibacter,s__
Otu0275,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__
Otu0276,k__Bacteria,p__Chlorobi,c__OPB56,o__,f__,g__,s__
Otu0277,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu0278,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu0279,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu0280,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__,s__
Otu0281,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0282,k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,bacI,bacI-A,bacI-A2
Otu0283,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera,s__mobilis
Otu0284,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,unclassified,unclassified,unclassified
Otu0285,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0286,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolinaceae,g__Bellilinea,s__
Otu0287,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0288,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,unclassified,unclassified
Otu0289,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0290,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__siberiense
Otu0291,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__
Otu0292,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__auto67_4W,g__,s__
Otu0293,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu0294,k__Bacteria,p__Chloroflexi,c__Dehalococcoidetes,o__,f__,g__,s__
Otu0295,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__
Otu0296,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,unclassified
Otu0297,k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,bacI,bacI-A,bacI-A3
Otu0298,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__putealis
Otu0299,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Pelosinus,s__
Otu0300,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,unclassified,unclassified
Otu0301,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0302,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0303,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0304,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__
Otu0305,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__siberiense
Otu0306,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,s__
Otu0307,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomondales,gamIII,gamIII-A,Acin
Otu0308,k__Bacteria,p__OP3,c__PBS-25,o__,f__,g__,s__
Otu0309,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Perlucidibaca,s__
Otu0310,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,gamII,gamII-A,gamII-A1
Otu0311,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Prosthecobacter,s__
Otu0312,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0313,k__Bacteria,p__OD1,c__ABY1,o__,f__,g__,s__
Otu0314,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0315,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,gamII,gamII-A,gamII-A2
Otu0316,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0317,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__,s__
Otu0318,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Z-35,s__
Otu0319,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0320,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],unclassified,unclassified
Otu0321,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,unclassified,unclassified,unclassified
Otu0322,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__ACK-M1,g__,s__
Otu0323,k__Bacteria,p__Verrucomicrobia,c__Verruco-5,unclassified,unclassified,unclassified,unclassified
Otu0324,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__
Otu0325,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,unclassified,unclassified,unclassified
Otu0326,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__
Otu0327,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0328,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__
Otu0329,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,s__
Otu0330,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0331,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,s__
Otu0332,k__Bacteria,p__Chlorobi,c__Chlorobia,o__Chlorobiales,f__Chlorobiaceae,g__,s__
Otu0333,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Bacteriovorax,s__
Otu0334,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolinaceae,g__Bellilinea,s__
Otu0335,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__wittichii
Otu0336,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0337,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],unclassified,unclassified
Otu0338,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,unclassified,unclassified,unclassified
Otu0339,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,s__
Otu0340,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu0341,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Caloramator,s__
Otu0342,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,betVII,betVII-A,betVII-A1
Otu0343,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0344,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0345,k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,bacVI,bacVI-A,Muci
Otu0346,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0347,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,unclassified,unclassified
Otu0348,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__,s__
Otu0349,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophorhabdaceae,g__,s__
Otu0350,k__Bacteria,p__Bacteroidetes,c__Sphingobacteria,o__Sphingobacteriales,bacIII,bacIII-A,Flecto
Otu0351,k__Bacteria,p__Armatimonadetes,c__SJA-176,o__RB046,f__,g__,s__
Otu0352,k__Bacteria,p__Firmicutes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0353,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__lwoffii
Otu0354,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu0355,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,unclassified,unclassified,unclassified
Otu0356,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0357,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,unclassified,unclassified,unclassified
Otu0358,k__Bacteria,p__NKB19,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0359,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,unclassified,unclassified
Otu0360,k__Bacteria,p__Cyanobacteria,c__Synechococcophycideae,o__Synechococcales,f__Synechococcaceae,g__Synechococcus,s__
Otu0361,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0362,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__
Otu0363,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu0364,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Sulfuritalea,s__
Otu0365,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0366,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__siberiense
Otu0367,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__,s__
Otu0368,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu0369,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,g__Mycobacterium,unclassified
Otu0370,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__Ellin515,g__,s__
Otu0371,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ethanoligenens,s__
Otu0372,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,unclassified,unclassified
Otu0373,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0374,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0375,k__Bacteria,p__Chloroflexi,c__Anaerolineae,unclassified,unclassified,unclassified,unclassified
Otu0376,k__Bacteria,p__Armatimonadetes,c__SJA-176,o__RB046,f__,g__,s__
Otu0377,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0378,k__Bacteria,p__TM6,c__SBRH58,o__,f__,g__,s__
Otu0379,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0380,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0381,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,s__
Otu0382,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,alfVI,unclassified,unclassified,unclassified
Otu0383,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,acSTL,acSTL-A,acSTL-A1
Otu0384,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,unclassified,unclassified,unclassified
Otu0385,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,unclassified,unclassified
Otu0386,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,unclassified,unclassified
Otu0387,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0388,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__succinicans
Otu0389,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__
Otu0390,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__CandidatusXiphinematobacter,s__
Otu0391,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__,g__,s__
Otu0392,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0393,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Propionivibrio,s__
Otu0394,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0395,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu0396,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,betII,Pnec,PnecA
Otu0397,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SBla14,f__,g__,s__
Otu0398,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,acI,acI-B,acI-B4
Otu0399,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0400,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,unclassified,unclassified
Otu0401,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SBla14,f__,g__,s__
Otu0402,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0403,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,unclassified,unclassified
Otu0404,k__Bacteria,p__Actinobacteria,c__OPB41,o__,f__,g__,s__
Otu0405,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__stygium
Otu0406,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0407,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,unclassified,unclassified
Otu0408,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu0409,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0410,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__
Otu0411,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,betI,betI-A,Lhab-A4
Otu0412,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,unclassified,unclassified,unclassified
Otu0413,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0414,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0415,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0416,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,unclassified,unclassified,unclassified
Otu0417,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0418,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,betI,betI-A,Lhab-A1
Otu0419,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,unclassified
Otu0420,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0421,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0422,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0423,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0424,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0425,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0426,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu0427,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0428,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__viridiflava
Otu0429,k__Bacteria,p__Proteobacteria,c__TA18,o__PHOS-HD29,f__,g__,s__
Otu0430,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__
Otu0431,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__siberiense
Otu0432,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu0433,k__Bacteria,p__Bacteroidetes,c__Flavobacteria,o__Flavobacteriales,bacII,bacII-A,Flavo-A3
Otu0434,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
