lakeid,year4,daynum,sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,flagdepth,flagph,flagphair,flagalk,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm,flagno3no2_sloh,flagnh4_sloh,flagkjdl_n_sloh,flagtotpuf_sloh,flagdrp_sloh,flagdrsif_sloh
"TB",2008,155,2008-06-03,0.00,1,1,"Chem",4.91,4.99,,0.87,0.82,15.53,15.64,6,,0,471,472,12,12,249,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,2.00,1,1,"Chem",5.04,5.39,,4.88,4.78,18.18,18.42,11,,73,617,660,12,28,969,,,1.30,,,,,,,,,,,,,,,,,"L",,,,"L",,,,"L",,,,,,
"TB",2008,155,2008-06-03,2.00,2,1,"Chem",5.05,5.43,,4.97,4.81,18.38,18.37,11,,91,618,682,15,23,1029,,,0.28,,,,,,,,,,,,,,,,,"L",,,,"L",,,,"L",,,,,,
"TB",2008,155,2008-06-03,2.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,2.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,2.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,3.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,3.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,3.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,3.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,4.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,4.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,5.00,1,1,"Chem",5.43,6.34,,6.49,5.87,19.98,19.62,8,,544,1222,1320,33,53,1413,,,1.36,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,155,2008-06-03,7.00,1,1,"Chem",5.10,5.44,,8.09,7.61,32.60,32.65,5,,1066,1976,2168,116,141,2119,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,0.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,2.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,172,2008-06-20,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,0.00,1,1,"Chem",4.90,4.88,,1.66,1.58,16.46,16.44,3,,0,612,592,30,29,269,,,0.85,,,,,,,,,,,,,,,,,,,,,,"L",,,"L",,,,,,
"TB",2008,182,2008-06-30,0.00,2,1,"Chem",4.88,4.95,,1.62,1.62,16.53,16.70,3,,0,,648,,33,567,,,1.76,,,,,,,,,,,,,,,,,,,,,,"L",,,"L",,,,,,
"TB",2008,182,2008-06-30,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,2.00,1,1,"Chem",5.03,5.12,,4.47,5.35,18.81,18.50,10,,10,599,748,24,48,1327,,,0.81,,,,,,,,,,,,,,,,,,,"E",,"EL",,,,,,,,,,
"TB",2008,182,2008-06-30,2.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,3.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,5.00,1,1,"Chem",5.42,5.56,,5.68,6.44,20.06,19.52,7,,516,1214,1190,52,59,1760,,,1.10,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,
"TB",2008,182,2008-06-30,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,182,2008-06-30,7.00,1,1,"Chem",5.26,5.43,,7.17,8.39,29.50,29.09,6,,1011,1119,1881,42,118,2213,,,2.17,,,,,,,,,,,,,,,,,,,,,,"E",,,,,,,,,
"TB",2008,198,2008-07-16,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,2.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,2.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,5.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,198,2008-07-16,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,0.00,1,1,"Chem",5.09,5.12,,0.60,0.53,16.07,15.66,3,,0,563,589,14,17,61,,,0.95,,,,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,,
"TB",2008,210,2008-07-28,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,2.00,1,1,"Chem",5.03,5.37,,5.07,6.01,19.04,18.80,4,,48,753,726,21,40,1368,,,4.83,,,,,,,,,,,,,,,,,"L",,,,,"L",,,"L",,,,,,
"TB",2008,210,2008-07-28,2.00,2,1,"Chem",5.03,5.45,,4.84,6.04,19.45,19.43,4,,0,856,808,22,59,1153,,,3.16,,,,,,,,,,,,,,,,,"L",,,,,"L",,,"L",,,,,,
"TB",2008,210,2008-07-28,2.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,3.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,5.00,1,1,"Chem",5.38,6.20,,,6.13,,20.42,4,,635,1067,1280,33,59,1611,,,2.25,,,,,,,,,,,"D",,"D",,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,210,2008-07-28,7.00,1,1,"Chem",5.35,6.21,,8.89,9.54,33.12,33.78,9,,1608,2656,2722,207,231,2593,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,5.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,226,2008-08-13,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,0.00,1,1,"Quarterly",4.91,5.29,44,0.76,0.73,15.99,15.77,4,,0,546,580,18,20,42,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,0.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,0.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,0.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,1.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,1.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,1.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,1.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,2.00,1,1,"Quarterly",4.91,5.36,90,8.17,9.00,20.53,20.34,4,,0,1375,1618,71,89,1078,,,10.89,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,
"TB",2008,239,2008-08-26,2.00,2,1,"Quarterly",4.97,5.34,87,8.39,8.92,19.46,19.37,5,,0,1520,1660,80,90,1078,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,
"TB",2008,239,2008-08-26,3.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,4.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,5.00,1,1,"Quarterly",5.31,6.14,83,5.57,6.68,19.48,18.96,6,,355,1023,1123,18,28,1302,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,6.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,239,2008-08-26,7.00,1,1,"Quarterly",5.40,5.83,129,9.46,12.08,31.94,34.73,9,,1793,2818,3404,220,281,2546,,,1.03,,,,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,,
"TB",2008,255,2008-09-11,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,2.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,255,2008-09-11,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,0.00,1,1,"Chem",5.10,5.19,,0.75,0.42,15.74,15.11,5,,36,601,600,13,18,24,,,2.80,,,,,,,,,,,,,,,"L",,"L",,,,"L","L",,,,,,,,,
"TB",2008,267,2008-09-23,0.00,2,1,"Chem",5.09,5.22,,1.16,0.54,15.43,15.72,14,,9,584,631,15,25,16,,,,,,,,,,,,,,,,,,"L",,"L",,,,"L","L",,,,,,,,,
"TB",2008,267,2008-09-23,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,2.00,1,1,"Chem",4.83,5.24,,4.77,8.70,18.56,18.55,10,,16,596,974,14,55,681,,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,2.00,2,1,"Chem",,,,,,,,,,,,,,,,,,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,3.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,5.00,1,1,"Chem",5.17,5.88,,7.52,7.42,20.50,19.89,6,,322,969,1016,12,21,1349,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,267,2008-09-23,7.00,1,1,"Chem",5.46,6.78,,16.22,15.58,38.12,35.32,8,,3304,4240,4514,418,386,3990,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,0.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,280,2008-10-06,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,0.00,1,1,"Chem",5.05,5.31,,2.13,2.65,17.53,17.38,6,,0,548,611,18,26,376,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,2.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2008,295,2008-10-21,3.00,1,1,"Chem",5.07,5.36,,2.88,3.40,17.88,17.64,7,,0,554,565,18,21,521,,,0.91,,,,,,,,,,,,,,,"L",,,,,,"L",,,,"L",,,,,,
"TB",2008,295,2008-10-21,3.00,2,1,"Chem",5.04,5.36,,3.32,3.86,18.09,17.96,11,,0,541,642,17,28,498,,,1.32,,,,,,,,,,,,,,,"L",,,,,,"L",,,,"L",,,,,,
"TB",2008,295,2008-10-21,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
